event_id,event_name,event_type_description,event_type_main,organizers,region_name,city_name,city_id,venue_id,venue_name,venue_address
397409,b8dc8b6b-61db-43b2-b362-d9cc99d46248,спектакль,театр,№3732,Каменевский регион,Глиногорск,213,3293,"Молодежный клуб ""Калейдоскоп"" Инкорпорэйтед","пр. Магистральный, д. 97 стр. 740"
397417,56d38bb0-bc2b-4b8f-a9a2-be9a90084e38,спектакль,театр,№1780,Травяная область,Родниковск,22,3975,"Кабинет Искусств ""История"" и партнеры","пр. Гайдара, д. 4 к. 7/1"
397427,ccbd8344-59fd-4fbe-9919-dad30317f880,спорт,спорт,№3843,Горноземский регион,Травяниново,5,4080,"Площадка для муралов ""Обилие"" Инкорпорэйтед","пр. Строителей, д. 5 к. 233"
397453,35031411-1771-439f-882c-4e250b1bc76a,спектакль,театр,№1780,Травяная область,Родниковск,22,3975,"Кабинет Искусств ""История"" и партнеры","пр. Гайдара, д. 4 к. 7/1"
397466,e231cb35-0f9b-471b-a793-0085343f0a26,концерт,концерты,№4694,Солнечноземская область,Глинополье,56,2670,"Центр искусства и культуры ""Nexus"" и партнеры","ш. Новое, д. 3 к. 31"
397474,3dea2e40-2c08-49f9-93c7-ff907228e999,событие,выставки,№2355,Североярская область,Озёрск,2,3859,"Исторический центр ""Заметка"" Инк","ш. Ульяновское, д. 5 стр. 9"
397505,0cde76a1-0527-4cf9-abee-bc0b2790eeaf,спектакль,театр,№3547,Широковская область,Луговаярово,970,1801,"Театр для детей ""Quest"" и партнеры","алл. Щетинкина, д. 5/4 стр. 258"
397596,8e6af8e5-c399-4cda-8c3d-582d92b879b3,концерт,концерты,№1917,Речиновская область,Дальнесветск,65,2668,"Театр на треноге ""Наследие"" и партнеры","пр. Володарского, д. 3/7 к. 2"
397618,d306132c-c0e9-423a-a50f-12304cd5bc75,событие,другое,№3083,Североярская область,Озёрск,2,2046,"Магазин искусства ""Перспектива"" Групп","пр. Олимпийский, д. 540"
397621,9beb5f74-afa1-4edc-b32b-1a3fd47328df,событие,другое,№3083,Североярская область,Озёрск,2,2046,"Магазин искусства ""Перспектива"" Групп","пр. Олимпийский, д. 540"
397623,7a24a344-dca6-4997-a089-5e7ab077023a,событие,другое,№3083,Североярская область,Озёрск,2,2046,"Магазин искусства ""Перспектива"" Групп","пр. Олимпийский, д. 540"
397648,43acb2c7-21b4-4264-936f-73d1bebc910e,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397653,f69992d7-1eb7-4b22-9ab5-2a04e7a10537,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397654,065fc3f3-6a7b-4c3c-a437-f4568f6a212d,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397657,b76a2ed9-395c-4987-b2f2-99b6b8ff30f9,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397660,1f9fddc8-96be-475e-8507-744cf68b721e,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397661,87f48b18-2fb4-441e-9718-a9c93dee87f3,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397662,74dae9e3-ab31-4cdd-966a-5bab1284718e,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397663,08a6326f-c8ae-4543-a988-927efc94056e,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397664,718b40ec-008b-4a25-a6fb-a4c1c11b149d,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397666,1f7c27cc-1f07-47f5-b8e8-411048eb8c97,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397668,c8b5ca0e-c29a-4e07-89c3-93319917626c,событие,другое,№3614,Травяная область,Родниковск,22,4472,"Клуб современных танцев ""Кружка"" Лтд","алл. Баумана, д. 7/9 стр. 4"
397671,bd594eec-01ec-404b-915a-0d7cfb898f1b,спектакль,театр,№1941,Ключеводский округ,Акбасты,42,3213,"Клуб любителей музыки ""Тон"" и партнеры","ул. Карла Маркса, д. 928 к. 393"
397711,c100b131-09d5-49c1-b2cf-43c8517be98b,спектакль,театр,№2433,Североярская область,Озёрск,2,3712,"Креативный инкубатор ""Свет"" Инк","ул. Минская, д. 6/1"
397754,793d7e93-5a66-4411-b341-c36c17727690,спектакль,театр,№2374,Каменевский регион,Глиногорск,213,1907,"Летний кинотеатр ""Фьельд"" Инк","пр. Магистральный, д. 40 стр. 399"
397755,2b7475be-ab68-485c-92f8-f63f9e75b9c7,событие,стендап,№2648,Каменевский регион,Глиногорск,213,3363,"Клуб искусств ""Начало"" Лтд","алл. Березовая, д. 79 к. 96"
397787,4b7d8353-6401-451d-b1dd-fe8117113f6e,событие,другое,№1794,Широковская область,Лесореченск,21141,4108,"Театральные мастерские ""Лавровый"" Инк","бул. Карьерный, д. 820"
397826,26fd0efc-ca86-49e5-9f59-025ba29243b1,выставка,другое,№1793,Широковская область,Лесореченск,21141,4108,"Театральные мастерские ""Лавровый"" Инк","бул. Карьерный, д. 820"
397840,dbcbd4eb-ea23-47c7-9ef6-51e4b2dd00a8,выставка,другое,№1794,Широковская область,Лесореченск,21141,4108,"Театральные мастерские ""Лавровый"" Инк","бул. Карьерный, д. 820"
397880,2bca4c4a-d367-4783-88fe-63deabbec568,событие,другое,№1794,Широковская область,Лесореченск,21141,4108,"Театральные мастерские ""Лавровый"" Инк","бул. Карьерный, д. 820"
397924,45bcd4e2-c82b-449f-827d-2092089e0494,спектакль,театр,№5093,Светополянский округ,Крутово,20720,1349,"Летний кинотеатр ""Светлый"" Инкорпорэйтед","алл. Линейная, д. 40 к. 291"
397969,f427ef89-4fba-4f17-b5df-e1eb0cb6f47c,мюзикл,театр,№2324,Североярская область,Озёрск,2,1854,"Научно-культурный центр ""Туман"" Лтд","ул. Дальневосточная, д. 4/6"
398100,ba134480-5cb1-4eda-a2b0-7f8378b62da6,концерт,концерты,№2974,Каменевский регион,Глиногорск,213,1236,"Центр традиционных ремесел ""Тепло"" и партнеры","алл. Димитрова, д. 651 к. 27"
398164,8da8df26-fed1-4d23-8c2d-6d0fc31010f4,событие,другое,№1770,Речицкий регион,Глинянск,1106,1672,"Фестивальная платформа ""Ключ"" Инк","пер. Леваневского, д. 10 стр. 7"
398166,f5d72a73-4996-4ce9-80ca-f7b95bee2bec,событие,другое,№1770,Речицкий регион,Глинянск,1106,1672,"Фестивальная платформа ""Ключ"" Инк","пер. Леваневского, д. 10 стр. 7"
398176,7647dcd5-c3d5-49b4-9ddf-fd6d23cdbac1,спектакль,театр,№1445,Североярская область,Озёрск,2,3583,"Этнографический музей ""Кубок"" Лтд","наб. Речная, д. 340"
398257,e00eede1-fae0-499c-a918-3b0d8a52811b,шоу,стендап,№3934,Североярская область,Озёрск,2,2673,"Индивидуальные уроки музыки ""Спокойствие"" Инк","пр. Урожайный, д. 1/6 к. 4"
398340,e2d4837a-cdc7-446e-b780-31b58bbc4eb5,выставка,другое,№1640,Зоринский регион,Луговинск,66,3093,"Фонд искусств ""Магнит"" Лимитед","бул. Пирогова, д. 1/1 стр. 88"
398375,26d03bc9-ae00-433c-a15a-cddc73145f99,событие,другое,№3589,Светополянский округ,Жаркентай,11164,2873,"Арт-фестиваль ""Модуль"" Лимитед","наб. Журавлева, д. 1 к. 329"
398467,4b8d27ac-584a-4d82-ab1c-e23ad1f63c32,концерт,концерты,№952,Светополянский округ,Глиноград,54,1022,"Творческое объединение ""Вытяжка"" Групп","ул. Верхняя, д. 6/4 стр. 34"
398506,7404cb62-54d3-4cda-bad0-ba29ccfe0b02,опера,театр,№1943,Озернинский край,Лесоярич,51,4023,"Училище искусств ""Трапеция"" Лимитед","алл. Революции, д. 53"
398551,cfddb900-ed99-48c5-9b69-fa66d20ecae3,спектакль,театр,№3492,Малиновоярский округ,Верховино,197,3950,"Кабинет Искусств ""Аксессуар"" Групп","ул. Зеленая, д. 4"
398560,9a5441b6-167b-4a8f-a1dc-64500fb8ad04,концерт,концерты,№3914,Малиновоярский округ,Верховино,197,1870,"Дебютный проект ""Долина"" Лтд","наб. 50 лет Победы, д. 6/2"
398564,20d139f1-5b01-49bd-9e10-e66cebea5224,шоу,стендап,№2320,Каменевский регион,Глиногорск,213,933,"Школа музыкального театра ""Эксплорер"" Групп","алл. Трудовая, д. 913 к. 509"
398567,202a9a89-29cd-4995-8dab-846679cc193e,концерт,концерты,№4315,Каменноярский край,Лесоярово,11470,1645,"Арт-пространство ""Турбо"" Лтд","ш. Дачное, д. 266 стр. 11"
398568,202a9a89-29cd-4995-8dab-846679cc193e,концерт,концерты,№4315,Каменноярский край,Лесоярово,11470,1645,"Арт-пространство ""Турбо"" Лтд","ш. Дачное, д. 266 стр. 11"
398686,f5d84b72-3c40-4e70-88f2-1a17ea662d6b,спектакль,театр,№1881,Каменевский регион,Глиногорск,213,4076,"Группа арт-менеджеров ""Ритмы"" Лимитед","наб. Пограничная, д. 2 к. 5/3"
398712,cc52429c-a736-4a13-aaa4-301bafd80020,спектакль,театр,№1476,Яблоневская область,Светополье,39,2838,"Школа фотографии ""Гардероб"" Инк","ш. Февральское, д. 1/2"
398790,5327d82b-6100-41b2-9f77-ebb460aff159,событие,другое,№2671,Широковская область,Ягодиновка,239,2449,"Гильдия художников ""Флит"" Инк","пр. Макарова, д. 4"
398848,ce50fed8-5e72-48ee-aaac-39ba6f96a4bd,событие,другое,№3804,Дальнезорский край,Рощино,195,2882,"Театр документального кино ""Огни"" Инкорпорэйтед","ш. Просвещения, д. 7 к. 73"
398849,4a78f594-bbef-4d55-ab60-8bccd0f6a3ae,событие,другое,№3804,Дальнезорский край,Рощино,195,2882,"Театр документального кино ""Огни"" Инкорпорэйтед","ш. Просвещения, д. 7 к. 73"
398857,21eaaa7a-05ce-4a9b-b962-82f19e7ebd2b,концерт,концерты,№3715,Травяная область,Серебровино,10859,4627,"Студия дизайна ""Bloom"" и партнеры","алл. Автомобилистов, д. 1 стр. 249"
491026,9e0717f0-d419-4758-94be-f8775db6afb6,событие,другое,№3287,Каменевский регион,Глиногорск,213,3391,"Театральные мастерские ""Сюжет"" Инк","бул. Володарского, д. 237 стр. 9/3"
398858,21eaaa7a-05ce-4a9b-b962-82f19e7ebd2b,концерт,концерты,№3715,Травяная область,Серебровино,10859,4628,"Кинотеатр ""Mirage"" Лтд","наб. Пограничная, д. 739 стр. 7"
398930,26727b77-c8c8-4118-92bb-8fa0464ea452,спектакль,театр,№3898,Миропольская область,Ордасай,67,2355,"Театр молодежи ""Забавный"" Групп","пр. Фрунзе, д. 454 стр. 160"
399062,a92ef4e1-bf20-4652-a228-45c1d4dcb037,событие,другое,№5022,Каменевский регион,Глиногорск,213,4434,"Спектакль ""Тайна"" Лимитед","ш. Дружба, д. 814 стр. 40"
399128,5613834d-e4c6-4e53-a02e-db01ccdd4583,спектакль,театр,№1716,Широковская область,Радужнополье,35,3944,"Клуб любителей театра ""Гардероб"" Инкорпорэйтед","пер. Элеваторный, д. 8/6 к. 310"
399133,6ad6c240-7934-46e4-8313-5c1b2dbc8951,концерт,концерты,№4315,Каменноярский край,Лесоярово,11470,1646,"Лаборатория новых медиа ""Долго"" Инк","алл. Виноградная, д. 5"
399203,2ce5ad00-2bb5-4d67-bf15-dd0e804b88df,концерт,концерты,№1983,Североярская область,Озёрск,2,3454,"Ремесленный центр ""Сосна"" Групп","бул. Кутузова, д. 4/1"
399285,ddc795f8-7ef8-4eb0-b299-cb3e6ee24ba1,спектакль,театр,№3734,Каменевский регион,Глиногорск,213,4019,"Группа исследователей искусства ""Сказка"" Лтд","алл. Шаумяна, д. 48 стр. 584"
399323,5e6d5343-de0d-4c81-8a18-95dec714d1d6,шоу,стендап,№1152,Каменевский регион,Глиногорск,213,3646,"Творческая мастерская ""Сапфир"" и партнеры","пер. Заречный, д. 8"
399365,ed68775d-3a5b-409d-b3bc-6c96ac0ba5ba,спектакль,театр,№2429,Луговая область,Синеводов,6,2103,"Кинокомпания ""Терапия"" Лтд","бул. Красный, д. 671 к. 342"
399367,e1e937b0-a229-490b-b57f-4ef9630d5288,концерт,концерты,№1944,Травяная область,Родниковск,22,4629,"Группа арт-менеджеров ""Таблетка"" Инкорпорэйтед","наб. Шевченко, д. 867 стр. 2"
399368,2514f74b-4bb3-4344-8f0b-a6edb4079478,событие,другое,№3651,Горицветская область,Заречнаярово,20244,2858,"Лаборатория по созданию комиксов ""Юность"" и партнеры","ш. Угловое, д. 8 стр. 8/4"
399377,21eaaa7a-05ce-4a9b-b962-82f19e7ebd2b,концерт,концерты,№3715,Травяная область,Родниковск,22,4629,"Группа арт-менеджеров ""Таблетка"" Инкорпорэйтед","наб. Шевченко, д. 867 стр. 2"
399385,ebfb65a9-8351-46de-abbd-d95c76a06d85,балет,театр,№1945,Медовская область,Радужсвет,47,4030,"Научный центр ""Эпоха"" Инкорпорэйтед","пр. Волкова, д. 8/8 к. 4"
399445,635d5b46-9f1d-4344-8d4b-85f743a20072,шоу,стендап,№4454,Каменевский регион,Глиногорск,213,1313,"Молодежная творческая группа ""Шум"" и партнеры","бул. Чайкиной, д. 694 стр. 14"
399551,3fb0ea16-a54a-426e-b26c-33b7097586a9,фестиваль,концерты,№1310,Зоринский регион,Луговинск,66,3393,"Творческие встречи ""Арома"" и партнеры","пр. Блюхера, д. 268"
399562,bf69d147-59b4-4b8c-a270-cbd632cc8b8b,концерт,концерты,№3486,Каменевский регион,Глиногорск,213,1434,"Заповедник ""Стройка"" Групп","алл. Юбилейная, д. 1 стр. 313"
399592,a5c12db8-a603-4244-aeb2-c766fbb00718,событие,другое,№3804,Дальнезорский край,Рощино,195,2882,"Театр документального кино ""Огни"" Инкорпорэйтед","ш. Просвещения, д. 7 к. 73"
399611,a763e77d-0c16-4b64-8082-8ed92bf2eea2,спектакль,театр,№5017,Североярская область,Озёрск,2,3244,"Школа музыкального театра ""Труд"" Групп","пер. Городской, д. 8/6 к. 8/3"
399679,ed305175-44cb-4d14-904b-52eba856ca36,балет,театр,№4559,Светополянский округ,Глиноград,54,4044,"Школа сценического мастерства ""Изюминка"" Инк","ул. Молодежная, д. 30 стр. 5/6"
399726,95911865-8197-4ed4-8ff7-e8db39c1c5c0,событие,другое,№3804,Дальнезорский край,Рощино,195,2882,"Театр документального кино ""Огни"" Инкорпорэйтед","ш. Просвещения, д. 7 к. 73"
399730,b6ea5f44-56ad-4ed1-9d40-e8696ac14fc4,событие,другое,№3804,Дальнезорский край,Рощино,195,2882,"Театр документального кино ""Огни"" Инкорпорэйтед","ш. Просвещения, д. 7 к. 73"
399733,5b0b63fc-23d2-457d-b7ff-9d34bbeb2d2a,событие,другое,№3804,Дальнезорский край,Рощино,195,2882,"Театр документального кино ""Огни"" Инкорпорэйтед","ш. Просвещения, д. 7 к. 73"
399759,c8261d8a-1904-4ca2-9b67-6ce0a9ccb8b0,событие,другое,№3804,Дальнезорский край,Рощино,195,2882,"Театр документального кино ""Огни"" Инкорпорэйтед","ш. Просвещения, д. 7 к. 73"
399790,f9a02a5b-19d5-4547-945a-00ba16440cc4,концерт,концерты,№4104,Травяная область,Родниковск,22,2541,"Галерея стрит-арта ""Заряд"" Групп","ш. Дзержинского, д. 449"
399818,6f168cc6-ddf2-4649-94ab-613230c0c16f,спектакль,театр,№5093,Светополянский округ,Крутово,20720,1349,"Летний кинотеатр ""Светлый"" Инкорпорэйтед","алл. Линейная, д. 40 к. 291"
399823,4498c4a9-8066-465c-811f-525483ec7fb8,спектакль,театр,№3186,Озернинский край,Лесоярич,51,3663,"Архитектурное бюро ""Профиль"" Инкорпорэйтед","алл. Поперечная, д. 2"
399841,293d9b60-51e6-460a-8030-d7247be90b82,концерт,концерты,№3419,Североярская область,Озёрск,2,4086,"Литературный клуб ""Зеркало"" Инкорпорэйтед","бул. Дарвина, д. 19 к. 8/9"
399844,5230ffd9-f417-4ca7-884f-a3ee0e89cd3d,концерт,концерты,№3419,Североярская область,Озёрск,2,4086,"Литературный клуб ""Зеркало"" Инкорпорэйтед","бул. Дарвина, д. 19 к. 8/9"
399873,e9db5777-2ecd-4ad3-b941-6994186f6234,событие,другое,№3800,Светополянский округ,Родинсветск,20705,2288,"Школа живописи ""Эмоция"" Инк","пер. Короткий, д. 8"
400014,8ae254d4-afad-42b2-ba97-c1fa71d186f9,спортивное мероприятие,спорт,№4665,Тепляковская область,Горнодолинск,43,1433,"Театр кукол ""Джунгли"" Лтд","бул. Путевой, д. 2/3 стр. 9"
400026,1213dafe-0024-4fce-a94f-5296e19ee023,шоу,стендап,№2273,Каменевский регион,Глиногорск,213,983,"Арт-фестиваль ""Мотив"" Лимитед","пер. Сибирский, д. 7 стр. 563"
400292,ae80a4ab-0e81-46b7-afb6-c7029798cd86,спектакль,театр,№3131,Североярская область,Озёрск,2,1913,"Театр мюзикла ""Жемчуг"" и партнеры","алл. Портовая, д. 7"
400351,a23c8821-4cc2-4b83-bd05-304fb03f5d30,концерт,концерты,№3486,Каменевский регион,Глиногорск,213,1434,"Заповедник ""Стройка"" Групп","алл. Юбилейная, д. 1 стр. 313"
400354,edf39e71-ae2a-488c-99c4-041ff52521b1,цирковое шоу,другое,№3293,Широковская область,Горнополец,1107,4545,"Литературная мастерская ""Скопление"" Инк","алл. Новоселов, д. 98 к. 46"
400355,6f77bf52-608a-47cd-8e01-c382ef55a6c5,событие,другое,№1944,Травяная область,Серебровино,10859,4630,"Фестиваль искусств ""Редкость"" и партнеры","пр. Таежный, д. 81 стр. 346"
400357,b70d9592-2bb9-4f1f-afa4-38ec71ffc26a,балет,театр,№1647,Зоринский регион,Луговинск,66,3149,"Дворец культуры ""Скворечник"" Инк","пер. Кочубея, д. 7/7 к. 50"
400420,b38f0ff8-8445-4877-80ce-3c6a3b278b20,спектакль,театр,№1213,Тепляковская область,Горнодолинск,43,3904,"Клуб настольного тенниса ""Canvas"" Лимитед","пр. Портовый, д. 3"
400430,19736d31-2664-4c2a-b5a3-5f41fdb425ac,концерт,концерты,№3715,Травяная область,Родниковск,22,4629,"Группа арт-менеджеров ""Таблетка"" Инкорпорэйтед","наб. Шевченко, д. 867 стр. 2"
400520,77c5dd26-1557-4102-b863-e19755153da0,балет,театр,№5024,Североярская область,Озёрск,2,2938,"Музыкальная школа ""Заряд"" Лтд","ул. Красноармейская, д. 56 к. 31"
400533,a174c976-5909-4e48-bee1-179acbe5e0ff,концерт,концерты,№4356,Лесостепной край,Крутовинск,44,1207,"Молодежный клуб ""Мороз"" Инкорпорэйтед","алл. Васильковая, д. 14 к. 275"
400539,51e43efa-2f9c-4de7-8d1e-ced68fbd3a3d,концерт,концерты,№5024,Североярская область,Озёрск,2,2663,"Лаборатория искусства ""Таланты"" Инк","пр. Тимирязева, д. 5/1 к. 3"
400551,a75f540c-926a-42cc-9362-a2aef545bafc,событие,другое,№1412,Горицветская область,Островецк,50,4173,"Проект по интеграции искусства ""Oasis"" Лтд","ш. Короленко, д. 72 стр. 886"
400556,15ea92a2-2229-4f05-9645-6dba48b9c8b0,концерт,концерты,№5024,Североярская область,Озёрск,2,2663,"Лаборатория искусства ""Таланты"" Инк","пр. Тимирязева, д. 5/1 к. 3"
400563,d4dc4f98-8b24-4f74-b115-cdb28e70499d,событие,другое,№1394,Североярская область,Озёрск,2,3204,"Клуб поэзии ""Вектор"" и партнеры","ш. Шишкина, д. 1/6"
400571,e5cf4705-e76a-43c5-800b-34734f9ad165,событие,другое,№1412,Горицветская область,Островецк,50,4327,"Театр мюзикла ""Темперамент"" Лимитед","наб. Высотная, д. 8"
400578,71517ad2-d97e-44b9-9254-d9674ad2b59c,событие,другое,№1412,Горицветская область,Островецк,50,3390,"Научно-исследовательский центр ""Гардероб"" Групп","пр. Свободы, д. 43 к. 5"
400588,7a1d3d4d-1797-4c5f-962d-c55d845df156,событие,другое,№3529,Серебринская область,Озёрчане,62,3149,"Дворец культуры ""Скворечник"" Инк","пер. Кочубея, д. 7/7 к. 50"
400610,d4a53afa-ae3d-4c73-88f5-850d44c35e04,концерт,концерты,№1067,Каменевский регион,Глиногорск,213,3325,"Клуб настольных игр ""Праздник"" Инкорпорэйтед","бул. Чкалова, д. 923"
400644,a278afa0-578d-4772-b479-e42abfdbd8a3,спектакль,театр,№1765,Североключевской округ,Зоречанск,1092,1679,"Образовательный центр ""Аксессуар"" Лимитед","алл. Казанская, д. 921 стр. 102"
400673,1cbdaa36-8597-4e9e-91d9-70a1cd43659d,концерт,концерты,№2234,Североярская область,Озёрск,2,3521,"Училище искусств ""Сюжет"" Инкорпорэйтед","ш. Студенческое, д. 1"
400866,3b4491ac-e983-4a71-b4e7-e446b5459906,событие,другое,№1771,Речицкий регион,Глинянск,1106,1680,"Клуб историков ""Дизайн"" Инкорпорэйтед","пр. Огородный, д. 9/7 к. 5"
400972,8be53a86-4e12-4238-b5af-4283e6916462,концерт,концерты,№5055,Североярская область,Озёрск,2,4283,"Клуб любителей книг ""Минимум"" Инк","бул. Кленовый, д. 1/3 стр. 968"
400978,64d0ed82-d761-4233-92f9-84bf7555d1fa,событие,другое,№2598,Североярская область,Озёрск,2,1992,"Студия анимации ""Fusion"" Групп","пр. Путевой, д. 3 стр. 5/1"
401041,6832e100-eb97-421c-9de5-b1cbc94f950e,событие,другое,№4061,Североярская область,Озёрск,2,3222,"Команда поэтов ""Симфония"" Инкорпорэйтед","ш. Победы, д. 54 к. 6/5"
401049,f13e7fa6-4f72-4b07-94bf-681d07937d01,спортивное мероприятие,спорт,№4339,Североярская область,Озёрск,2,2464,"Этнографический музей ""Сказка"" Лимитед","пр. Энергетический, д. 8"
401090,1d12b4cf-e517-4d15-83f6-4f8f23151809,событие,другое,№3649,Серебринская область,Тогусжол,20091,2502,"Арт-театр ""Фишка"" Лимитед","наб. Запрудная, д. 79 стр. 445"
401109,24494328-518d-4a08-a70b-edbf659d6b0e,спектакль,театр,№3878,Зеленоградский округ,Шаныртау,24,3277,"Спектакль ""Атмосфера"" Лтд","бул. Вавилова, д. 7 к. 2"
401133,e2c4c2da-e897-4b86-8dfd-3df6ddb23f8b,событие,другое,№4494,Травяная область,Родниковск,22,4041,"Школа музыкального театра ""Лабиринт"" Инкорпорэйтед","алл. Попова, д. 243 к. 6/3"
401145,c9135929-daa5-4b0c-b046-1074421775f2,спектакль,театр,№2136,Широковская область,Радужнополье,35,1381,"Научный центр ""Echo"" Групп","ш. Сурикова, д. 7/9"
401155,491e6e8d-9114-47f2-9593-8f1fa7618e15,спектакль,театр,№1813,Тепляковская область,Горнодолинск,43,3868,"Научно-культурный центр ""Образ"" Инк","пер. Курганный, д. 3"
401175,4347b560-ca1b-40f5-a60a-ddd52c0dd992,концерт,концерты,№3249,Каменевский регион,Глиногорск,213,2667,"Кинокомитет ""Мистерия"" Групп","пр. Большевистский, д. 6"
401185,b18f2867-26bb-411f-a955-02982b278279,концерт,концерты,№2974,Каменевский регион,Глиногорск,213,1236,"Центр традиционных ремесел ""Тепло"" и партнеры","алл. Димитрова, д. 651 к. 27"
401187,d201c2ae-f912-492b-a2cd-9f0432c5c86b,спектакль,театр,№1856,Каменевский регион,Глиногорск,213,4016,"Студия видеомонтажа ""Парадигма"" Лимитед","пр. Серова, д. 100 стр. 32"
401189,bd2be881-6ac1-4fd9-9403-d2c104cf5915,спектакль,театр,№3878,Зеленоградский округ,Шаныртау,24,4265,"Клуб хорового пения ""Листья"" Инк","бул. Пригородный, д. 6"
401249,a9b5d947-ce8d-4a46-bfd3-728a6bf6f6a5,событие,другое,№4494,Травяная область,Серебровино,10859,4628,"Кинотеатр ""Mirage"" Лтд","наб. Пограничная, д. 739 стр. 7"
401251,28fdf941-2d40-4c60-a31b-e7e59550df6c,спектакль,театр,№4888,Североярская область,Озёрск,2,3961,"Образовательная программа ""Воображение"" Инкорпорэйтед","пр. Бабушкина, д. 68 к. 280"
401254,562e83fb-61d4-4267-bb35-99061e159123,концерт,концерты,№4494,Травяная область,Серебровино,10859,4628,"Кинотеатр ""Mirage"" Лтд","наб. Пограничная, д. 739 стр. 7"
401368,b056ab61-2701-40cf-85a9-d22bbcbd7932,событие,другое,№2292,Североярская область,Озёрск,2,2853,"Индивидуальные уроки музыки ""Спивак"" Лимитед","наб. Панфилова, д. 9 к. 6/8"
401488,2a0a673d-7579-4323-8696-121392aa61cb,событие,другое,№3871,Медовская область,Радужсвет,47,3048,"Театр ""Мистерия"" Инкорпорэйтед","алл. Отрадная, д. 2 к. 4/8"
401495,fb151acd-7362-4ba5-9409-bbb8d37cf3be,спектакль,театр,№1218,Солнечнореченская область,Озёрово,172,1348,"Эстрадный театр ""Кружево"" Лтд","пер. Победы, д. 450 к. 8"
401538,9df6c66f-0541-4c8f-9101-5018d8f2c033,концерт,концерты,№1944,Травяная область,Родниковск,22,4629,"Группа арт-менеджеров ""Таблетка"" Инкорпорэйтед","наб. Шевченко, д. 867 стр. 2"
401677,fbf0620c-0d08-4829-bb7c-b19c4ed1d6fe,концерт,концерты,№2234,Североярская область,Озёрск,2,3521,"Училище искусств ""Сюжет"" Инкорпорэйтед","ш. Студенческое, д. 1"
401689,ad6fdbf4-e5ca-4fac-9c30-05e6224405df,спектакль,театр,№5071,Тепляковская область,Горнодолинск,43,4064,"Выставочный центр ""Магнит"" Инкорпорэйтед","пр. Владимирский, д. 7/3 к. 6"
401728,c78bff0a-5576-4770-95b3-06d047ecd8c8,спектакль,театр,№5058,Каменевский регион,Глиногорск,213,4304,"Искусственная сцена ""Хартия"" Лимитед","бул. Славянский, д. 4/5"
401764,6ead09db-69b9-4f82-b694-3efb98f7b9a2,спектакль,театр,№2980,Солнечноземская область,Глинополье,56,1406,"Команда уличных артистов ""Восторг"" Лтд","бул. Глинки, д. 53 к. 3"
401774,35b9f8f9-17ce-4160-9e0b-6f53a8f504ae,спектакль,театр,№5093,Светополянский округ,Крутово,20720,1349,"Летний кинотеатр ""Светлый"" Инкорпорэйтед","алл. Линейная, д. 40 к. 291"
401852,67139489-9bad-43d4-b8ca-043c15e00e91,событие,другое,№3608,Светополянский округ,Глиноград,54,4345,"Фестивальная платформа ""Магнит"" Инкорпорэйтед","бул. Громова, д. 344 стр. 6"
401853,141cc2fd-c694-48a8-8356-927b35e9a61f,спектакль,театр,№3888,Дальнезорский край,Рощино,195,4049,"Фольклорный театр ""Кондитер"" Групп","бул. Заовражный, д. 3/2 стр. 3"
401939,9e85c08c-2e48-451e-8d27-66dc88651567,шоу,стендап,№4034,Каменевский регион,Глиногорск,213,981,"Клуб поэзии ""Поэзия"" и партнеры","ш. Павлика Морозова, д. 258 стр. 456"
401951,0095f03c-05bf-45aa-b964-a98b8daf7a2c,спектакль,театр,№2716,Серебринская область,Озёрчане,62,3311,"Фольклорный клуб ""Тепло"" Лтд","наб. Строителей, д. 550 стр. 2"
401977,7dfc758d-a04a-457c-bec6-919f7d9e6b91,концерт,концерты,№4579,Североярская область,Озёрск,2,2614,"Выставочный центр ""Мистерия"" Инкорпорэйтед","наб. Шмидта, д. 93 к. 686"
